lead_id,lead_indicator,date_part,source,domain,country,customer_group,onboarding,customer_code,visited_learn_more_before_booking,visited_faq,purchases,time_spent,n_visits,bin_source
18,0.0,2024-01-31,li,.com,CN,9,False,OEQZTOIAYB,0.39019086761742366,0.3821510695332666,0.2759607269221924,0.18923983842515923,0.09506858522051251,socials
19,0.0,2024-01-20,signup,.cn,US,9,True,SJGDAANOYJ,0.0,0.0,0.2759607269221924,0.3640729286194224,0.903151559594869,group1
20,1.0,2024-01-02,li,.dk,CN,1,True,BNZFSZGFAG,0.15607634704696946,0.22929064171995994,0.6101854245930372,0.004009351720066334,0.713014389153844,socials
21,0.0,2024-01-19,li,.com,DK,7,True,USWVYZUYXP,0.5462672146643931,0.3821510695332666,0.2759607269221924,0.32400656000718264,0.14260287783076878,socials
22,0.0,2024-01-06,signup,.com,DK,3,True,SPWNMQUWDX,0.9364580822818167,0.3821510695332666,0.498777192036089,0.0780321901269625,0.04753429261025626,group1
23,0.0,2024-01-10,li,.cn,US,2,True,MLJSQLJSKJ,0.15607634704696946,0.6114417112532265,0.6101854245930372,0.20132091620390336,0.3802743408820501,socials
24,0.0,2024-01-09,fb,.com,US,5,False,QXZOZPIDPQ,0.07803817352348473,0.0,0.6101854245930372,0.32595996313096354,0.09506858522051251,socials
25,1.0,2024-01-08,organic,.com,DK,6,False,ULUTUIKRRI,0.8584199087583321,0.0,0.498777192036089,0.2716827792683869,0.23767146305128128,group1
26,0.0,2024-01-26,organic,.dk,CN,4,True,NWZESUDMLK,0.07803817352348473,0.15286042781330664,0.2759607269221924,0.3984221230552918,0.09506858522051251,group1
27,1.0,2024-01-30,signup,.cn,US,1,True,IAPSPPLUZL,0.07803817352348473,0.3057208556266133,0.16455249436524416,0.7982690960138514,0.6654800965435878,group1
28,1.0,2024-01-11,signup,.dk,DK,8,True,EDWMENKILD,0.15607634704696946,0.0,0.2759607269221924,0.0,0.9982201448153816,group1
29,0.0,2024-01-09,signup,.dk,CN,3,False,DNGAQVVEDN,0.0,0.3057208556266133,0.6101854245930372,0.8647141670074512,0.0,group1
30,1.0,2024-01-20,signup,.dk,DK,4,False,WSQVNMPZOH,0.0,0.07643021390665332,0.498777192036089,0.9833996230239102,0.23767146305128128,group1
31,0.0,2024-01-28,fb,.cn,DK,1,True,FXVKWIERCX,0.15607634704696946,0.4585812834399199,0.16455249436524416,0.7643120492913309,0.28520575566153755,socials
32,0.0,2024-01-20,signup,.com,CN,9,False,GKIHITQJGU,0.23411452057045418,0.07643021390665332,0.3873689594791407,0.16465297996178174,0.28520575566153755,group1
33,1.0,2024-01-31,signup,.dk,CN,4,True,QOVDCTYYGT,0.5462672146643931,0.0,0.498777192036089,0.9134888591330621,0.5228772187128189,group1
35,1.0,2024-01-08,fb,.com,CN,1,True,UUQVNHSVAC,0.5462672146643931,0.15286042781330664,0.498777192036089,0.6239340530412316,0.19013717044102504,socials
36,0.0,2024-01-28,signup,.cn,DK,6,True,KYUCVVIKET,0.0,0.7643021390665332,0.2759607269221924,0.4287167442879092,0.14260287783076878,group1
37,0.0,2024-01-15,fb,.dk,DK,4,True,BYIAYBBUQY,0.15607634704696946,0.07643021390665332,0.498777192036089,0.08732199824130182,0.42780863349230636,socials
38,1.0,2024-01-02,signup,.cn,DK,2,True,HFELNNHTEW,0.23411452057045418,0.07643021390665332,0.498777192036089,0.9884623664038981,0.3802743408820501,group1
39,0.0,2024-01-24,fb,.dk,CN,6,True,OKRIVUYHYW,0.0,0.22929064171995994,0.498777192036089,0.32517073663679996,0.09506858522051251,socials
40,0.0,2024-01-01,signup,.cn,DK,3,False,HOVYUZIDIO,0.46822904114090835,0.3821510695332666,0.498777192036089,0.41542918779492943,0.14260287783076878,group1
41,0.0,2024-01-09,signup,.dk,DK,6,False,BBRMJIJJBF,0.5462672146643931,0.3057208556266133,0.3873689594791407,0.36152873447214917,0.04753429261025626,group1
42,0.0,2024-01-09,fb,.com,CN,1,False,HSQEMOHPZP,0.15607634704696946,0.07643021390665332,1.0,0.5557576588996014,0.0,socials
43,1.0,2024-01-13,signup,.cn,CN,4,False,PWSIBFQQXN,0.6243053881878778,0.07643021390665332,1.0,0.4067077038998894,0.5704115113230752,group1
44,0.0,2024-01-31,signup,.cn,US,8,True,XNVURJEHVZ,0.0,0.3057208556266133,0.8330018897069338,0.09772963069981877,0.04753429261025626,group1
45,1.0,2024-01-08,fb,.com,CN,3,False,UMGVSUPDUV,0.0,0.15286042781330664,0.7215936571499855,0.4921496548752251,0.9506858522051252,socials
46,0.0,2024-01-27,organic,.dk,DK,6,False,HAUZHOWCXX,0.07803817352348473,0.3057208556266133,1.0,0.6714603779292672,0.04753429261025626,group1
47,1.0,2024-01-21,li,.dk,CN,6,True,EFENWKONOD,0.39019086761742366,0.15286042781330664,0.2759607269221924,0.5315922839034504,0.7605486817641002,socials
48,1.0,2024-01-05,organic,.dk,US,3,True,LTACCNLMUS,0.6243053881878778,0.0,0.498777192036089,0.0,0.6179458039333314,group1
49,0.0,2024-01-29,signup,.com,US,1,False,CPADDAXJVL,0.0,0.4585812834399199,0.8330018897069338,0.457907651354708,0.42780863349230636,group1
51,1.0,2024-01-21,organic,.cn,CN,6,True,ZPCHMCBNUD,1.0,0.3057208556266133,0.9444101222638821,0.31027417405780255,0.6654800965435878,group1
52,1.0,2024-01-04,fb,.cn,CN,4,True,VKRLVPEGIA,0.39019086761742366,0.6114417112532265,0.2759607269221924,0.2521659972982402,0.6654800965435878,socials
53,1.0,2024-01-17,organic,.com,US,5,False,MNIQRSJWSY,0.39019086761742366,0.3821510695332666,0.7215936571499855,0.5403137569367398,0.5704115113230752,group1
54,1.0,2024-01-16,li,.dk,CN,5,True,TBTCCIKIZT,0.9364580822818167,0.15286042781330664,0.498777192036089,0.3667357125916184,0.3327400482717938,socials
55,1.0,2024-01-16,signup,.dk,DK,9,False,ZQFIPOQZHG,0.7803817352348473,0.15286042781330664,0.9444101222638821,0.3866886204961544,0.23767146305128128,group1
56,0.0,2024-01-25,fb,.dk,DK,1,True,RHDXWWJWIV,0.23411452057045418,0.15286042781330664,0.16455249436524416,0.7341147963389929,0.14260287783076878,socials
57,0.0,2024-01-31,signup,.cn,CN,9,False,JFLRBCHQYR,0.15607634704696946,0.0,0.6101854245930372,0.255515068975277,0.09506858522051251,group1
58,0.0,2024-01-26,signup,.com,CN,7,True,SOMOYBNEQM,0.46822904114090835,0.22929064171995994,1.0,0.4983085728224128,0.23767146305128128,group1
59,0.0,2024-01-30,li,.dk,DK,3,True,DAJJXDCWKW,0.23411452057045418,0.07643021390665332,0.2759607269221924,0.6027734809844345,0.09506858522051251,socials
60,0.0,2024-01-20,li,.dk,CN,6,False,TYLXIXMEPW,0.3121526940939389,0.15286042781330664,0.3873689594791407,0.34347105009751155,0.5228772187128189,socials
61,0.0,2024-01-03,signup,.cn,US,6,True,BTDCFQUACC,0.07803817352348473,0.07643021390665332,0.6101854245930372,0.5921246591184515,0.6179458039333314,group1
62,1.0,2024-01-06,fb,.dk,US,1,True,XHOOIFJXSA,1.0,0.22929064171995994,0.3873689594791407,0.8003071165502438,0.713014389153844,socials
63,0.0,2024-01-01,li,.cn,CN,2,True,DVVIZQSFSE,0.0,0.0,0.498777192036089,0.3884253831661413,0.0,socials
64,0.0,2024-01-21,li,.dk,US,8,False,WUVHNFGHYA,0.0,0.07643021390665332,1.0,0.6041179150789837,0.0,socials
65,1.0,2024-01-16,li,.cn,DK,4,False,KYUKNLMALV,0.07803817352348473,0.0,0.3873689594791407,0.24265573295969567,0.5228772187128189,socials
66,0.0,2024-01-15,organic,.cn,CN,8,False,KGVUNQBGLO,0.23411452057045418,0.9171625668798398,0.16455249436524416,0.5843977741819475,0.19013717044102504,group1
67,1.0,2024-01-07,li,.dk,US,5,False,KTRTWVKAYB,0.6243053881878778,0.3821510695332666,0.8330018897069338,0.5779803640499313,0.6179458039333314,socials
68,0.0,2024-01-02,signup,.cn,DK,9,False,HTUIUEAPSS,0.46822904114090835,0.22929064171995994,0.6101854245930372,0.3537729989968468,0.19013717044102504,group1
70,1.0,2024-01-25,organic,.dk,CN,6,True,EEKRZPRKPD,0.0,0.5350114973465733,0.3873689594791407,0.49761792791814186,0.4753429261025626,group1
71,0.0,2024-01-28,li,.com,CN,9,False,NBTIPGWQLS,0.3121526940939389,0.3057208556266133,0.498777192036089,0.5412752988676046,0.0,socials
72,0.0,2024-01-15,signup,.dk,CN,5,True,KQAKBGLQBJ,0.39019086761742366,0.5350114973465733,0.3873689594791407,0.7118185333033966,0.04753429261025626,group1
73,1.0,2024-01-06,organic,.dk,US,3,False,YYMJLMAOTX,0.7023435617113626,0.5350114973465733,0.498777192036089,0.5321155613588124,0.3802743408820501,group1
74,1.0,2024-01-02,organic,.com,CN,9,True,IACDWLKYBQ,0.07803817352348473,0.22929064171995994,0.2759607269221924,0.42733295857695275,0.6654800965435878,group1
75,1.0,2024-01-24,fb,.com,CN,9,True,NHRGOADYDN,0.23411452057045418,0.4585812834399199,0.498777192036089,0.29589053937113796,0.9506858522051252,socials
76,1.0,2024-01-24,li,.cn,US,7,False,ITTRBUNGCH,0.3121526940939389,0.0,0.16455249436524416,0.9233512520730955,0.713014389153844,socials
77,0.0,2024-01-17,fb,.com,US,3,True,YDPGFEBSMC,0.39019086761742366,1.0,1.0,0.8103787087637868,0.3802743408820501,socials
78,0.0,2024-01-28,fb,.com,DK,3,False,QMLEAOLDXE,0.0,0.07643021390665332,0.2759607269221924,0.5421636681407387,0.5228772187128189,socials
79,0.0,2024-01-01,organic,.cn,US,1,False,QCQJKNKFEL,0.3121526940939389,0.07643021390665332,0.6101854245930372,0.4616324873449287,0.0,group1
80,1.0,2024-01-01,li,.com,CN,1,True,RYVYNXJKLJ,0.23411452057045418,0.07643021390665332,0.2759607269221924,0.8387153361930104,0.3802743408820501,socials
81,1.0,2024-01-28,organic,.dk,US,6,False,XHUNFQGQEB,0.39019086761742366,0.22929064171995994,0.6101854245930372,0.09504665321568107,0.903151559594869,group1
82,0.0,2024-01-04,fb,.com,CN,5,False,CYOILUYCQH,0.0,0.3821510695332666,0.0531442618082959,0.7754822577659377,0.8080829743743565,socials
83,0.0,2024-01-20,organic,.cn,US,8,False,SPGBWXXXEV,0.15607634704696946,0.5350114973465733,0.2759607269221924,0.8014526947648508,0.04753429261025626,group1
84,0.0,2024-01-16,organic,.dk,DK,2,False,AWBDXYFATM,0.0,0.0,0.498777192036089,0.651728788995662,0.0,group1
85,0.0,2024-01-08,organic,.cn,DK,6,True,EIYQJROSLV,0.07803817352348473,0.22929064171995994,0.6101854245930372,0.16476463367971528,0.0,group1
86,1.0,2024-01-01,fb,.com,DK,2,False,AVERVLSIIY,0.0,0.0,0.8330018897069338,0.9241486757305508,0.6654800965435878,socials
87,1.0,2024-01-26,signup,.dk,DK,7,False,XJMJZQDDJC,0.7023435617113626,0.22929064171995994,0.2759607269221924,0.7894132484279992,0.42780863349230636,group1
88,1.0,2024-01-19,signup,.com,DK,5,False,ILBYCVCCZP,0.7803817352348473,0.07643021390665332,0.498777192036089,0.30146469653718144,0.19013717044102504,group1
89,0.0,2024-01-11,fb,.cn,US,7,True,KGAUDWZKEW,0.07803817352348473,0.4585812834399199,0.9444101222638821,0.9757090177928474,0.09506858522051251,socials
90,0.0,2024-01-17,li,.cn,CN,5,True,AYOALEMSTO,0.0,0.0,0.498777192036089,0.35429057234976247,0.0,socials
91,1.0,2024-01-25,organic,.com,US,3,False,GWFWSQUJNI,0.0,0.15286042781330664,0.498777192036089,0.29374917581605553,0.6179458039333314,group1
92,1.0,2024-01-10,fb,.cn,DK,8,False,LYLYFYYSGM,0.07803817352348473,0.7643021390665332,0.3873689594791407,0.825853344871645,0.6179458039333314,socials
93,1.0,2024-01-12,signup,.com,DK,3,True,BNJNDMKIOK,0.0,0.5350114973465733,0.7215936571499855,0.8891720851581151,0.3327400482717938,group1
94,1.0,2024-01-09,fb,.cn,CN,8,False,VIVFPTQTUZ,0.0,0.0,0.498777192036089,0.39224488225860865,0.7605486817641002,socials
95,0.0,2024-01-07,signup,.cn,DK,1,False,JBJDCNSVYQ,0.07803817352348473,0.0,0.498777192036089,0.5127159226337086,0.19013717044102504,group1
96,1.0,2024-01-29,li,.cn,US,9,False,SKEVJIONMJ,0.15607634704696946,0.3057208556266133,0.16455249436524416,0.43439633654571885,0.28520575566153755,socials
97,0.0,2024-01-12,signup,.cn,DK,3,False,EVTQSTMJAY,0.15607634704696946,0.07643021390665332,0.16455249436524416,0.5686427777056617,0.4753429261025626,group1
98,0.0,2024-01-15,li,.dk,DK,7,False,SYPZXRLSZK,0.6243053881878778,0.9171625668798398,0.498777192036089,0.05550629283488773,0.09506858522051251,socials
99,0.0,2024-01-08,li,.dk,CN,6,True,CSXBASZMIE,1.0,0.15286042781330664,0.3873689594791407,0.29690398443949606,0.04753429261025626,socials
100,0.0,2024-01-17,li,.com,DK,6,True,CFTKLSVBDQ,0.5462672146643931,0.0,0.7215936571499855,0.5901046991692582,0.0,socials
101,1.0,2024-01-05,fb,.com,US,6,True,NPPVPKUEPI,0.39019086761742366,1.0,0.3873689594791407,0.6749322323242084,0.8080829743743565,socials
102,0.0,2024-01-31,fb,.com,DK,5,False,DPBWSKSDFR,0.07803817352348473,0.15286042781330664,0.6101854245930372,0.2489610963957758,0.04753429261025626,socials
103,1.0,2024-01-14,li,.com,US,7,True,KFTLZBVGMB,0.15607634704696946,0.22929064171995994,0.2759607269221924,0.7398460585196687,0.28520575566153755,socials
104,1.0,2024-01-02,signup,.cn,DK,1,True,IROQPSWYUC,0.39019086761742366,0.4585812834399199,0.3873689594791407,0.07542704334326533,0.6654800965435878,group1
105,0.0,2024-01-16,organic,.cn,US,5,False,NOVDBSGTUV,0.6243053881878778,0.07643021390665332,0.9444101222638821,0.388922401026198,0.42780863349230636,group1
106,0.0,2024-01-29,organic,.cn,DK,5,True,TJIBQAICLA,0.46822904114090835,0.07643021390665332,0.16455249436524416,0.07835389057364628,0.14260287783076878,group1
107,1.0,2024-01-17,signup,.com,CN,2,True,YHGCDBUZOO,0.39019086761742366,0.3057208556266133,1.0,0.5668572095816824,0.5704115113230752,group1
108,0.0,2024-01-03,organic,.dk,US,6,True,HAGGBWETXA,0.46822904114090835,0.0,0.9444101222638821,0.6150806170439593,0.23767146305128128,group1
109,0.0,2024-01-23,signup,.com,DK,2,True,TUKZRKNGZC,0.07803817352348473,0.0,0.2759607269221924,0.36057881878645226,0.0,group1
110,0.0,2024-01-01,signup,.dk,US,4,True,NWTUJSIWDD,0.3121526940939389,0.3057208556266133,0.6101854245930372,0.6995858267476529,0.14260287783076878,group1
111,0.0,2024-01-27,li,.dk,DK,5,False,QCVGFOTHCH,0.23411452057045418,0.15286042781330664,0.3873689594791407,0.7392256903500534,0.14260287783076878,socials
112,1.0,2024-01-18,signup,.cn,CN,4,True,BPQXMGSSGK,0.7023435617113626,0.22929064171995994,0.2759607269221924,0.6535236459880167,0.28520575566153755,group1
113,1.0,2024-01-18,fb,.cn,CN,4,True,PGHFLBNSAR,0.0,0.0,0.2759607269221924,0.5272129937983663,0.8556172669846127,socials
114,1.0,2024-01-04,fb,.com,CN,4,False,OMDKEAHODZ,0.07803817352348473,0.3821510695332666,0.6101854245930372,0.511117763548778,0.6654800965435878,socials
115,1.0,2024-01-15,fb,.com,US,3,True,SEKGRYIOYN,0.3121526940939389,0.0,0.7215936571499855,0.8065863958687416,0.23767146305128128,socials
116,1.0,2024-01-28,signup,.dk,CN,3,False,ANVCOQDWPG,0.15607634704696946,0.3821510695332666,0.3873689594791407,0.5365089776245315,1.0,group1
117,0.0,2024-01-19,fb,.dk,US,4,False,RFEIPROXGO,0.15607634704696946,0.3057208556266133,0.7215936571499855,0.12369529182940964,0.09506858522051251,socials
118,1.0,2024-01-19,li,.cn,US,5,True,IMQUICWUXT,0.3121526940939389,0.0,0.3873689594791407,0.548216717691095,0.8080829743743565,socials
119,1.0,2024-01-10,li,.dk,CN,3,False,OOWFTNZNZU,0.15607634704696946,0.6114417112532265,0.3873689594791407,0.3211417108598855,0.5228772187128189,socials
120,1.0,2024-01-05,organic,.dk,US,9,False,DWBTSKPSSO,0.15607634704696946,0.15286042781330664,0.3873689594791407,0.612026699665555,0.42780863349230636,group1
121,1.0,2024-01-19,organic,.com,US,2,True,XVPEMSEHTL,0.3121526940939389,0.0,0.3873689594791407,0.3116651249145872,0.5704115113230752,group1
122,0.0,2024-01-11,li,.com,US,1,False,FGLDRIAFOS,0.0,0.4585812834399199,0.7215936571499855,0.7219384840713063,0.42780863349230636,socials
123,0.0,2024-01-07,fb,.dk,US,4,False,VYCFTNIJZT,0.0,0.0,0.16455249436524416,0.18555068976821287,0.14260287783076878,socials
124,0.0,2024-01-05,li,.dk,CN,2,True,SEJLGSITGJ,0.39019086761742366,0.15286042781330664,0.498777192036089,0.5366713037794972,0.5228772187128189,socials
125,0.0,2024-01-20,fb,.dk,US,2,False,TOXOBGGLMW,0.07803817352348473,0.0,0.6101854245930372,0.13481766207660506,0.0,socials
126,1.0,2024-01-12,signup,.com,CN,3,True,NBUXBYCSKE,0.23411452057045418,0.15286042781330664,0.3873689594791407,0.32982206088645283,0.8556172669846127,group1
127,1.0,2024-01-19,fb,.com,CN,8,True,AFQRSECYXF,0.0,0.0,0.3873689594791407,0.227795824469875,0.3327400482717938,socials
128,0.0,2024-01-15,fb,.cn,US,8,False,WWWXQNNRUH,0.07803817352348473,1.0,0.3873689594791407,0.18282596133796192,0.23767146305128128,socials
129,1.0,2024-01-12,fb,.cn,US,9,False,PNMGLRGQUP,0.0,0.6114417112532265,0.2759607269221924,0.3282267989142662,0.42780863349230636,socials
130,0.0,2024-01-04,signup,.cn,CN,5,True,FBOBLIOYHV,1.0,0.0,0.498777192036089,0.7794405857358733,0.19013717044102504,group1
131,0.0,2024-01-30,li,.cn,CN,9,False,KHUIHFTXQI,0.07803817352348473,0.3821510695332666,0.3873689594791407,0.24439847332551157,0.19013717044102504,socials
132,0.0,2024-01-31,organic,.com,CN,5,True,LUDJWUEEBT,0.23411452057045418,0.15286042781330664,0.16455249436524416,0.6140844086888073,0.19013717044102504,group1
133,0.0,2024-01-12,signup,.cn,US,5,True,TLHITDPRSA,1.0,0.3057208556266133,0.7215936571499855,0.32420129550734966,0.23767146305128128,group1
134,1.0,2024-01-18,fb,.com,US,3,False,IRVORQPGVX,0.0,0.4585812834399199,0.0531442618082959,0.5684567273256027,1.0,socials
135,0.0,2024-01-17,fb,.com,DK,8,True,XGTQMUBQCU,0.23411452057045418,0.0,0.498777192036089,0.3678594037359866,0.9982201448153816,socials
136,1.0,2024-01-19,organic,.cn,US,4,True,IKYCJQUDSZ,0.0,0.07643021390665332,0.498777192036089,0.374657198673944,0.3802743408820501,group1
137,1.0,2024-01-16,fb,.com,US,7,True,CUDZZVPUKG,0.8584199087583321,1.0,0.3873689594791407,0.4140207274124146,0.5704115113230752,socials
138,0.0,2024-01-11,li,.dk,CN,1,False,OKFTBSEGEZ,0.8584199087583321,0.6114417112532265,0.2759607269221924,0.583716753477693,0.19013717044102504,socials
141,0.0,2024-01-01,signup,.dk,CN,7,False,JMFONJZUPE,0.39019086761742366,0.15286042781330664,0.6101854245930372,0.04720502530808535,0.3327400482717938,group1
142,0.0,2024-01-17,signup,.cn,DK,9,False,KNDCQISUNM,0.7023435617113626,0.07643021390665332,0.3873689594791407,0.781440568426504,0.3327400482717938,group1
143,0.0,2024-01-18,li,.com,US,1,True,IUHLTMLRTE,0.15607634704696946,0.15286042781330664,0.3873689594791407,0.6203754506980119,0.0,socials
144,0.0,2024-01-29,li,.com,DK,7,True,KYEHZABBYW,0.8584199087583321,0.22929064171995994,0.16455249436524416,0.3594251567862008,0.19013717044102504,socials
145,0.0,2024-01-29,fb,.com,US,2,True,WHCPLPNPOD,0.9364580822818167,0.3821510695332666,0.3873689594791407,0.6996638453021533,0.6654800965435878,socials
146,1.0,2024-01-25,signup,.cn,CN,9,False,UKEAVDRBIM,0.6243053881878778,0.6878719251598798,0.8330018897069338,0.5185763950436888,0.9506858522051252,group1
147,1.0,2024-01-29,fb,.dk,DK,5,False,UCEQTMPIQZ,0.0,1.0,0.0531442618082959,0.6899054467507413,0.23767146305128128,socials
148,0.0,2024-01-13,signup,.dk,US,2,True,VIQNDTATLY,0.6243053881878778,0.3057208556266133,0.2759607269221924,0.7760980899832752,0.23767146305128128,group1
149,0.0,2024-01-05,li,.cn,CN,2,True,LWJFTIMJZA,0.46822904114090835,0.6114417112532265,0.498777192036089,0.28796166219488795,0.04753429261025626,socials
150,1.0,2024-01-25,organic,.com,CN,2,True,TGQYCDWUAR,0.0,0.5350114973465733,0.3873689594791407,0.8039329740318708,0.8556172669846127,group1
151,0.0,2024-01-24,organic,.com,CN,2,False,JACCILVPHP,0.0,0.5350114973465733,0.6101854245930372,0.3766412101062864,0.0,group1
152,0.0,2024-01-29,signup,.cn,US,2,False,PKMEXRHJWN,0.3121526940939389,0.6114417112532265,0.7215936571499855,0.5366794687588845,0.04753429261025626,group1
153,0.0,2024-01-27,li,.cn,CN,6,True,PSGFTHSGBE,0.46822904114090835,0.15286042781330664,0.6101854245930372,0.6566029075579611,0.28520575566153755,socials
155,0.0,2024-01-01,organic,.cn,DK,4,False,YWNMPFPIHR,0.6243053881878778,0.07643021390665332,0.7215936571499855,0.5150232021669066,0.4753429261025626,group1
156,1.0,2024-01-10,organic,.dk,US,2,False,CJBRMLEKNK,0.3121526940939389,0.22929064171995994,0.2759607269221924,0.04563420220174352,0.9982201448153816,group1
157,1.0,2024-01-05,li,.dk,US,7,True,ODWZXCCSEX,0.07803817352348473,0.22929064171995994,0.498777192036089,0.9130542292030066,0.6654800965435878,socials
158,0.0,2024-01-28,organic,.cn,US,8,True,UUIOZILWBK,0.7023435617113626,0.0,0.2759607269221924,0.5414278039225406,0.14260287783076878,group1
159,1.0,2024-01-01,fb,.com,DK,3,False,YCJTTVCFMS,0.0,0.07643021390665332,0.3873689594791407,0.10016662409640675,1.0,socials
160,0.0,2024-01-23,signup,.dk,US,7,False,PJACVAGSNN,0.0,0.6114417112532265,0.8330018897069338,1.0,0.04753429261025626,group1
161,1.0,2024-01-26,organic,.cn,DK,8,True,SEAOCYWBYH,0.07803817352348473,1.0,0.498777192036089,0.0,0.6654800965435878,group1
162,1.0,2024-01-30,li,.com,DK,6,True,ONRGXAPTXG,0.15607634704696946,0.7643021390665332,0.3873689594791407,0.5088184536824913,0.14260287783076878,socials
163,1.0,2024-01-11,fb,.cn,DK,4,False,EDDEFBGFMJ,0.5462672146643931,0.3821510695332666,0.3873689594791407,0.5774980359757271,0.42780863349230636,socials
164,0.0,2024-01-24,organic,.cn,DK,2,True,IAHEAGIIXY,0.15607634704696946,0.07643021390665332,0.498777192036089,0.3172648597558432,0.09506858522051251,group1
165,1.0,2024-01-24,fb,.cn,CN,5,False,CPRULJMNEQ,0.0,0.3821510695332666,0.2759607269221924,0.24272771962990136,1.0,socials
166,0.0,2024-01-07,li,.cn,DK,2,True,JEJEULULSA,0.7023435617113626,0.3057208556266133,0.2759607269221924,0.2235356636007797,0.7605486817641002,socials
167,0.0,2024-01-18,signup,.cn,CN,1,False,MNCSDIPRDF,0.07803817352348473,0.22929064171995994,0.6101854245930372,0.350341820774299,0.14260287783076878,group1
168,0.0,2024-01-21,fb,.com,DK,4,True,ZZTWLIPLAJ,0.5462672146643931,0.6878719251598798,0.498777192036089,0.5542758784820103,0.0,socials
169,1.0,2024-01-20,signup,.dk,DK,6,False,CNNNKVXVBZ,0.07803817352348473,0.3057208556266133,0.3873689594791407,0.5046996772514025,0.6179458039333314,group1
170,1.0,2024-01-21,li,.com,CN,3,False,VMALORHFFD,0.39019086761742366,0.0,0.2759607269221924,0.31774205405438005,0.6654800965435878,socials
171,0.0,2024-01-10,fb,.dk,CN,8,True,IENMMKVYQM,0.15607634704696946,0.15286042781330664,0.6101854245930372,0.5749638680820621,0.04753429261025626,socials
172,1.0,2024-01-25,li,.cn,US,3,True,HLXXORNUVI,0.23411452057045418,0.15286042781330664,0.2759607269221924,0.12917748833464415,0.3327400482717938,socials
173,0.0,2024-01-15,fb,.cn,CN,2,True,POEVZJHWYX,0.15607634704696946,0.0,0.0531442618082959,0.4081971530984969,0.09506858522051251,socials
174,1.0,2024-01-04,li,.com,CN,3,False,OBJNQZWLUO,0.0,0.0,0.3873689594791407,0.6219784855508519,0.28520575566153755,socials
175,0.0,2024-01-16,li,.com,CN,1,True,RHKILMYMZV,0.3121526940939389,0.6878719251598798,0.6101854245930372,0.7245100432515903,0.19013717044102504,socials
176,1.0,2024-01-15,organic,.dk,US,4,False,SFHOWCCVWR,0.07803817352348473,0.0,0.3873689594791407,0.594801497267103,0.42780863349230636,group1
177,0.0,2024-01-15,organic,.cn,US,4,True,INBWGYPGOI,0.39019086761742366,0.5350114973465733,0.3873689594791407,0.3532738117103107,0.04753429261025626,group1
